         CN num,      gen-CN num,      surface CN,  0.1251,  0.1248,  0.0150,  0.0000, -1.0555,  0.0149,  0.0000, -1.0462
      gCN-Ni-Ni,  exp neg strain,      chemSROP22,  0.2745,  0.2690,  0.1015,  0.0001, -0.3245,  0.1054,  0.0106, -0.3163
     chemSROP22,       gCN-Ni-Ni,          strain,  0.2796,  0.2742,  0.0000,  0.0000, -0.2904,  0.0000,  0.0000, -0.2809
     chemSROP22,          strain,       gCN-Ni-Ni,  0.2749,  0.2695,  0.0000,  0.0991, -0.3235,  0.0000,  0.1011, -0.3143
      gCN-Ni-Ni,          strain,      chemSROP22,  0.2796,  0.2742,  0.0000,  0.0000, -0.2904,  0.0000,  0.0000, -0.2809
     chemSROP22,       gCN-Ni-Ni,  inverse strain,  0.2796,  0.2742,  0.0000,  0.0000, -0.2904,  0.0000,  0.0000, -0.2809
     chemSROP22,  inverse strain,       gCN-Ni-Ni,  0.2749,  0.2695,  0.0000,  0.0991, -0.3235,  0.0000,  0.1011, -0.3143
      gCN-Ni-Ni,  inverse strain,      chemSROP22,  0.2796,  0.2742,  0.0000,  0.0000, -0.2904,  0.0000,  0.0000, -0.2809
     chemSROP22,       gCN-Ni-Pt,       gCN-Pt-Ni,  0.2595,  0.2537,  0.0178,  0.2197, -0.4756,  0.0333,  0.2189, -0.4672
     chemSROP22,       gCN-Pt-Ni,       gCN-Ni-Pt,  0.2743,  0.2684,  0.0000,  0.0779, -0.3464,  0.0000,  0.0811, -0.3399
      gCN-Ni-Pt,       gCN-Pt-Ni,      chemSROP22,  0.2658,  0.2601,  0.1033,  0.0115, -0.3678,  0.1039,  0.0247, -0.3609
     chemSROP22,       gCN-Ni-Pt,       gCN-Pt-Pt,  0.2494,  0.2470,  0.0000,  0.0808, -0.6443,  0.0000,  0.0772, -0.6206
     chemSROP22,       gCN-Pt-Pt,       gCN-Ni-Pt,  0.2743,  0.2683,  0.0024,  0.0786, -0.3475,  0.0044,  0.0822, -0.3418
      gCN-Ni-Pt,       gCN-Pt-Pt,      chemSROP22,  0.2593,  0.2533,  0.0453,  0.0000, -0.4024,  0.0450,  0.0000, -0.3947
     chemSROP22,       gCN-Ni-Pt,        gCN-Ni-X,  0.2737,  0.2679,  0.0000,  0.0513, -0.3444,  0.0134,  0.0534, -0.3374
     chemSROP22,        gCN-Ni-X,       gCN-Ni-Pt,  0.2743,  0.2684,  0.0000,  0.0779, -0.3464,  0.0002,  0.0811, -0.3399
      gCN-Ni-Pt,        gCN-Ni-X,      chemSROP22,  0.2743,  0.2687,  0.0235,  0.0000, -0.3254,  0.0242,  0.0001, -0.3170
     chemSROP22,       gCN-Ni-Pt,        gCN-Pt-X,  0.2248,  0.2231,  0.0000,  0.1120, -0.8752,  0.0000,  0.1089, -0.8530
     chemSROP22,        gCN-Pt-X,       gCN-Ni-Pt,  0.2743,  0.2683,  0.0009,  0.0782, -0.3468,  0.0029,  0.0819, -0.3412
      gCN-Ni-Pt,        gCN-Pt-X,      chemSROP22,  0.2592,  0.2532,  0.0351,  0.0000, -0.4032,  0.0348,  0.0062, -0.3956
     chemSROP22,       gCN-Ni-Pt,           CN-Pt,  0.2287,  0.2263,  0.0000,  0.0959, -0.9252,  0.0000,  0.0937, -0.9047
     chemSROP22,           CN-Pt,       gCN-Ni-Pt,  0.2743,  0.2683,  0.0004,  0.0781, -0.3466,  0.0019,  0.0818, -0.3410
      gCN-Ni-Pt,           CN-Pt,      chemSROP22,  0.2607,  0.2547,  0.0268,  0.0000, -0.4004,  0.0268,  0.0062, -0.3934
     chemSROP22,       gCN-Ni-Pt,  exp neg strain,  0.2739,  0.2677,  0.0000,  0.9698, -1.2533,  0.0037,  1.0498, -1.3221
     chemSROP22,  exp neg strain,       gCN-Ni-Pt,  0.2743,  0.2684,  0.0000,  0.0779, -0.3464,  0.0000,  0.0811, -0.3399
      gCN-Ni-Pt,  exp neg strain,      chemSROP22,  0.2735,  0.2677,  0.0827,  0.0000, -0.3498,  0.0855,  0.0006, -0.3430
     chemSROP22,       gCN-Ni-Pt,          strain,  0.2796,  0.2742,  0.0000,  0.0000, -0.2904,  0.0001,  0.0000, -0.2809
     chemSROP22,          strain,       gCN-Ni-Pt,  0.2743,  0.2684,  0.0000,  0.0779, -0.3464,  0.0000,  0.0811, -0.3399
      gCN-Ni-Pt,          strain,      chemSROP22,  0.2796,  0.2742,  0.0000,  0.0000, -0.2904,  0.0000,  0.0000, -0.2809
     chemSROP22,       gCN-Ni-Pt,  inverse strain,  0.2796,  0.2742,  0.0000,  0.0000, -0.2904,  0.0000,  0.0000, -0.2809
     chemSROP22,  inverse strain,       gCN-Ni-Pt,  0.2743,  0.2684,  0.0000,  0.0779, -0.3464,  0.0000,  0.0811, -0.3399
      gCN-Ni-Pt,  inverse strain,      chemSROP22,  0.2796,  0.2742,  0.0000,  0.0000, -0.2904,  0.0000,  0.0000, -0.2809
     chemSROP22,       gCN-Pt-Ni,       gCN-Pt-Pt,  0.2494,  0.2470,  0.0000,  0.0808, -0.6443,  0.0000,  0.0772, -0.6205
     chemSROP22,       gCN-Pt-Pt,       gCN-Pt-Ni,  0.2583,  0.2526,  0.0183,  0.2335, -0.4921,  0.0190,  0.2303, -0.4813
      gCN-Pt-Ni,       gCN-Pt-Pt,      chemSROP22,  0.2295,  0.2257,  0.0761,  0.0441, -0.5553,  0.0739,  0.0481, -0.5420
     chemSROP22,       gCN-Pt-Ni,        gCN-Ni-X,  0.2737,  0.2679,  0.0000,  0.0513, -0.3444,  0.0001,  0.0530, -0.3370
     chemSROP22,        gCN-Ni-X,       gCN-Pt-Ni,  0.2595,  0.2537,  0.0064,  0.2192, -0.4750,  0.0175,  0.2186, -0.4666
      gCN-Pt-Ni,        gCN-Ni-X,      chemSROP22,  0.2656,  0.2599,  0.0647,  0.0215, -0.3635,  0.0658,  0.0342, -0.3565
     chemSROP22,       gCN-Pt-Ni,        gCN-Pt-X,  0.2248,  0.2231,  0.0000,  0.1120, -0.8752,  0.0000,  0.1089, -0.8530
     chemSROP22,        gCN-Pt-X,       gCN-Pt-Ni,  0.2585,  0.2526,  0.0148,  0.2324, -0.4901,  0.0158,  0.2300, -0.4802
      gCN-Pt-Ni,        gCN-Pt-X,      chemSROP22,  0.2350,  0.2312,  0.0534,  0.0583, -0.5272,  0.0514,  0.0629, -0.5126
     chemSROP22,       gCN-Pt-Ni,           CN-Pt,  0.2287,  0.2263,  0.0000,  0.0959, -0.9252,  0.0000,  0.0938, -0.9047
     chemSROP22,           CN-Pt,       gCN-Pt-Ni,  0.2586,  0.2527,  0.0112,  0.2318, -0.4895,  0.0121,  0.2295, -0.4796
      gCN-Pt-Ni,           CN-Pt,      chemSROP22,  0.2369,  0.2326,  0.0431,  0.0605, -0.5320,  0.0418,  0.0652, -0.5184
     chemSROP22,       gCN-Pt-Ni,  exp neg strain,  0.2739,  0.2677,  0.0000,  0.9698, -1.2533,  0.0000,  1.0491, -1.3214
     chemSROP22,  exp neg strain,       gCN-Pt-Ni,  0.2590,  0.2532,  0.0560,  0.2279, -0.4846,  0.0638,  0.2263, -0.4756
      gCN-Pt-Ni,  exp neg strain,      chemSROP22,  0.2568,  0.2511,  0.2369,  0.0610, -0.4918,  0.2344,  0.0673, -0.4818
     chemSROP22,       gCN-Pt-Ni,          strain,  0.2796,  0.2742,  0.0000,  0.0000, -0.2904,  0.0000,  0.0000, -0.2809
     chemSROP22,          strain,       gCN-Pt-Ni,  0.2596,  0.2539,  0.0000,  0.2185, -0.4745,  0.1575,  0.2166, -0.4652
      gCN-Pt-Ni,          strain,      chemSROP22,  0.2796,  0.2742,  0.0000,  0.0000, -0.2904,  0.0000,  0.0000, -0.2809
     chemSROP22,       gCN-Pt-Ni,  inverse strain,  0.2796,  0.2742,  0.0000,  0.0000, -0.2904,  0.0000,  0.0000, -0.2809
     chemSROP22,  inverse strain,       gCN-Pt-Ni,  0.2596,  0.2539,  0.0000,  0.2185, -0.4745,  0.0000,  0.2165, -0.4650
      gCN-Pt-Ni,  inverse strain,      chemSROP22,  0.2796,  0.2742,  0.0000,  0.0000, -0.2904,  0.0000,  0.0000, -0.2809
     chemSROP22,       gCN-Pt-Pt,        gCN-Ni-X,  0.2736,  0.2678,  0.0038,  0.0521, -0.3463,  0.0058,  0.0541, -0.3395
     chemSROP22,        gCN-Ni-X,       gCN-Pt-Pt,  0.2494,  0.2470,  0.0000,  0.0808, -0.6443,  0.0000,  0.0772, -0.6206
      gCN-Pt-Pt,        gCN-Ni-X,      chemSROP22,  0.2551,  0.2491,  0.0356,  0.0079, -0.4135,  0.0354,  0.0152, -0.4056
     chemSROP22,       gCN-Pt-Pt,        gCN-Pt-X,  0.2248,  0.2231,  0.0000,  0.1120, -0.8752,  0.0000,  0.1089, -0.8530
     chemSROP22,        gCN-Pt-X,       gCN-Pt-Pt,  0.2494,  0.2470,  0.0000,  0.0808, -0.6443,  0.0000,  0.0772, -0.6206
      gCN-Pt-Pt,        gCN-Pt-X,      chemSROP22,  0.2408,  0.2388,  0.0099,  0.0000, -0.5398,  0.0096,  0.0000, -0.5221
     chemSROP22,       gCN-Pt-Pt,           CN-Pt,  0.2287,  0.2263,  0.0000,  0.0959, -0.9252,  0.0000,  0.0937, -0.9047
     chemSROP22,           CN-Pt,       gCN-Pt-Pt,  0.2494,  0.2470,  0.0000,  0.0808, -0.6443,  0.0000,  0.0772, -0.6206
      gCN-Pt-Pt,           CN-Pt,      chemSROP22,  0.2420,  0.2399,  0.0082,  0.0000, -0.5496,  0.0079,  0.0000, -0.5313
     chemSROP22,       gCN-Pt-Pt,  exp neg strain,  0.2739,  0.2677,  0.0002,  0.9701, -1.2537,  0.0015,  1.0507, -1.3233
     chemSROP22,  exp neg strain,       gCN-Pt-Pt,  0.2494,  0.2470,  0.0000,  0.0808, -0.6443,  0.0000,  0.0772, -0.6205
      gCN-Pt-Pt,  exp neg strain,      chemSROP22,  0.2443,  0.2418,  0.0888,  0.0000, -0.6753,  0.0856,  0.0000, -0.6533
     chemSROP22,       gCN-Pt-Pt,          strain,  0.2796,  0.2742,  0.0000,  0.0000, -0.2904,  0.0000,  0.0000, -0.2809
     chemSROP22,          strain,       gCN-Pt-Pt,  0.2494,  0.2470,  0.0000,  0.0808, -0.6443,  0.0000,  0.0772, -0.6206
      gCN-Pt-Pt,          strain,      chemSROP22,  0.2796,  0.2742,  0.0000,  0.0000, -0.2904,  0.0000,  0.0000, -0.2809
     chemSROP22,       gCN-Pt-Pt,  inverse strain,  0.2796,  0.2742,  0.0000,  0.0000, -0.2904,  0.0000,  0.0000, -0.2809
     chemSROP22,  inverse strain,       gCN-Pt-Pt,  0.2494,  0.2470,  0.0000,  0.0808, -0.6443,  0.0000,  0.0772, -0.6206
      gCN-Pt-Pt,  inverse strain,      chemSROP22,  0.2796,  0.2742,  0.0000,  0.0000, -0.2904,  0.0000,  0.0000, -0.2809
     chemSROP22,        gCN-Ni-X,        gCN-Pt-X,  0.2248,  0.2231,  0.0000,  0.1120, -0.8752,  0.0000,  0.1089, -0.8530
     chemSROP22,        gCN-Pt-X,        gCN-Ni-X,  0.2737,  0.2678,  0.0023,  0.0519, -0.3456,  0.0043,  0.0539, -0.3390
       gCN-Ni-X,        gCN-Pt-X,      chemSROP22,  0.2562,  0.2504,  0.0258,  0.0187, -0.4089,  0.0256,  0.0269, -0.4009
     chemSROP22,        gCN-Ni-X,           CN-Pt,  0.2287,  0.2263,  0.0000,  0.0959, -0.9252,  0.0000,  0.0937, -0.9047
     chemSROP22,           CN-Pt,        gCN-Ni-X,  0.2737,  0.2678,  0.0015,  0.0517, -0.3454,  0.0030,  0.0538, -0.3388
       gCN-Ni-X,           CN-Pt,      chemSROP22,  0.2582,  0.2522,  0.0195,  0.0175, -0.4048,  0.0194,  0.0262, -0.3970
     chemSROP22,        gCN-Ni-X,  exp neg strain,  0.2739,  0.2677,  0.0000,  0.9698, -1.2533,  0.0000,  1.0491, -1.3214
     chemSROP22,  exp neg strain,        gCN-Ni-X,  0.2737,  0.2679,  0.0000,  0.0513, -0.3444,  0.0083,  0.0534, -0.3377
       gCN-Ni-X,  exp neg strain,      chemSROP22,  0.2730,  0.2672,  0.0536,  0.0000, -0.3469,  0.0557,  0.0098, -0.3402
     chemSROP22,        gCN-Ni-X,          strain,  0.2796,  0.2742,  0.0000,  0.0000, -0.2904,  0.0000,  0.0000, -0.2809
     chemSROP22,          strain,        gCN-Ni-X,  0.2737,  0.2679,  0.0000,  0.0513, -0.3444,  0.0000,  0.0530, -0.3370
       gCN-Ni-X,          strain,      chemSROP22,  0.2796,  0.2742,  0.0000,  0.0000, -0.2904,  0.0000,  0.0000, -0.2809
     chemSROP22,        gCN-Ni-X,  inverse strain,  0.2796,  0.2742,  0.0000,  0.0000, -0.2904,  0.0000,  0.0000, -0.2809
     chemSROP22,  inverse strain,        gCN-Ni-X,  0.2737,  0.2679,  0.0000,  0.0513, -0.3444,  0.0000,  0.0530, -0.3370
       gCN-Ni-X,  inverse strain,      chemSROP22,  0.2796,  0.2742,  0.0000,  0.0000, -0.2904,  0.0000,  0.0000, -0.2809
     chemSROP22,        gCN-Pt-X,           CN-Pt,  0.2287,  0.2263,  0.0000,  0.0959, -0.9252,  0.0000,  0.0937, -0.9047
     chemSROP22,           CN-Pt,        gCN-Pt-X,  0.2248,  0.2231,  0.0000,  0.1120, -0.8752,  0.0000,  0.1089, -0.8530
       gCN-Pt-X,           CN-Pt,      chemSROP22,  0.2267,  0.2250,  0.0092,  0.0000, -0.6322,  0.0090,  0.0000, -0.6154
     chemSROP22,        gCN-Pt-X,  exp neg strain,  0.2739,  0.2677,  0.0000,  0.9698, -1.2533,  0.0006,  1.0499, -1.3223
     chemSROP22,  exp neg strain,        gCN-Pt-X,  0.2248,  0.2231,  0.0000,  0.1120, -0.8752,  0.0000,  0.1089, -0.8530
       gCN-Pt-X,  exp neg strain,      chemSROP22,  0.2159,  0.2142,  0.1210,  0.0000, -0.9167,  0.1183,  0.0000, -0.8959
     chemSROP22,        gCN-Pt-X,          strain,  0.2796,  0.2742,  0.0000,  0.0000, -0.2904,  0.0000,  0.0000, -0.2809
     chemSROP22,          strain,        gCN-Pt-X,  0.2248,  0.2231,  0.0000,  0.1120, -0.8752,  0.0000,  0.1089, -0.8530
       gCN-Pt-X,          strain,      chemSROP22,  0.2796,  0.2742,  0.0000,  0.0000, -0.2904,  0.0000,  0.0000, -0.2809
     chemSROP22,        gCN-Pt-X,  inverse strain,  0.2796,  0.2742,  0.0000,  0.0000, -0.2904,  0.0000,  0.0000, -0.2809
     chemSROP22,  inverse strain,        gCN-Pt-X,  0.2248,  0.2231,  0.0000,  0.1120, -0.8752,  0.0000,  0.1089, -0.8530
       gCN-Pt-X,  inverse strain,      chemSROP22,  0.2796,  0.2742,  0.0000,  0.0000, -0.2904,  0.0000,  0.0000, -0.2809
     chemSROP22,           CN-Pt,  exp neg strain,  0.2739,  0.2677,  0.0000,  0.9698, -1.2533,  0.0001,  1.0492, -1.3216
     chemSROP22,  exp neg strain,           CN-Pt,  0.2287,  0.2263,  0.0000,  0.0959, -0.9252,  0.0000,  0.0938, -0.9047
          CN-Pt,  exp neg strain,      chemSROP22,  0.2193,  0.2166,  0.1046,  0.0000, -0.9766,  0.1030,  0.0000, -0.9594
     chemSROP22,           CN-Pt,          strain,  0.2796,  0.2742,  0.0000,  0.0000, -0.2904,  0.0000,  0.0000, -0.2809
     chemSROP22,          strain,           CN-Pt,  0.2287,  0.2263,  0.0000,  0.0959, -0.9253,  0.0000,  0.0937, -0.9047
          CN-Pt,          strain,      chemSROP22,  0.2796,  0.2742,  0.0000,  0.0000, -0.2904,  0.0000,  0.0000, -0.2809
     chemSROP22,           CN-Pt,  inverse strain,  0.2796,  0.2742,  0.0000,  0.0000, -0.2904,  0.0000,  0.0000, -0.2809
     chemSROP22,  inverse strain,           CN-Pt,  0.2287,  0.2263,  0.0000,  0.0959, -0.9252,  0.0000,  0.0937, -0.9047
          CN-Pt,  inverse strain,      chemSROP22,  0.2796,  0.2742,  0.0000,  0.0000, -0.2904,  0.0000,  0.0000, -0.2809
     chemSROP22,  exp neg strain,          strain,  0.2796,  0.2742,  0.0000,  0.0000, -0.2904,  0.0000,  0.0000, -0.2809
     chemSROP22,          strain,  exp neg strain,  0.2739,  0.2677,  0.0000,  0.9698, -1.2533,  0.0019,  1.0491, -1.3215
 exp neg strain,          strain,      chemSROP22,  0.2796,  0.2742,  0.0000,  0.0000, -0.2904,  0.0000,  0.0000, -0.2809
     chemSROP22,  exp neg strain,  inverse strain,  0.2796,  0.2742,  0.0000,  0.0000, -0.2904,  0.0000,  0.0000, -0.2809
     chemSROP22,  inverse strain,  exp neg strain,  0.2739,  0.2677,  0.0000,  0.9698, -1.2534,  0.0000,  1.0491, -1.3214
 exp neg strain,  inverse strain,      chemSROP22,  0.2796,  0.2742,  0.0000,  0.0000, -0.2904,  0.0000,  0.0000, -0.2809
     chemSROP22,          strain,  inverse strain,  0.2796,  0.2742,  0.0000,  0.0000, -0.2904,  0.0000,  0.0000, -0.2809
     chemSROP22,  inverse strain,          strain,  0.2796,  0.2742,  0.0000,  0.0000, -0.2904,  0.0000,  0.0000, -0.2809
         strain,  inverse strain,      chemSROP22,  0.2796,  0.2742,  0.9887,  0.0000, -1.2791,  0.9888,  0.0000, -1.2697
      gCN-Ni-Ni,       gCN-Ni-Pt,       gCN-Pt-Ni,  0.2586,  0.2530,  0.0238,  0.2055, -0.4752,  0.0233,  0.2043, -0.4659
      gCN-Ni-Ni,       gCN-Pt-Ni,       gCN-Ni-Pt,  0.2693,  0.2638,  0.1080,  0.0182, -0.3436,  0.1061,  0.0237, -0.3373
      gCN-Ni-Pt,       gCN-Pt-Ni,       gCN-Ni-Ni,  0.2658,  0.2602,  0.1026,  0.0000, -0.3668,  0.1024,  0.0000, -0.3589
      gCN-Ni-Ni,       gCN-Ni-Pt,       gCN-Pt-Pt,  0.2039,  0.2045,  0.1791,  0.1424, -1.0015,  0.1785,  0.1380, -0.9741
      gCN-Ni-Ni,       gCN-Pt-Pt,       gCN-Ni-Pt,  0.2607,  0.2551,  0.0799,  0.0000, -0.3684,  0.0795,  0.0000, -0.3589
      gCN-Ni-Pt,       gCN-Pt-Pt,       gCN-Ni-Ni,  0.2591,  0.2531,  0.0434,  0.0215, -0.4049,  0.0433,  0.0195, -0.3969
      gCN-Ni-Ni,       gCN-Ni-Pt,        gCN-Ni-X,  0.2737,  0.2679,  0.0000,  0.0513, -0.3444,  0.0000,  0.0530, -0.3370
      gCN-Ni-Ni,        gCN-Ni-X,       gCN-Ni-Pt,  0.2738,  0.2681,  0.0097,  0.0610, -0.3426,  0.0078,  0.0682, -0.3371
      gCN-Ni-Pt,        gCN-Ni-X,       gCN-Ni-Ni,  0.2740,  0.2685,  0.0165,  0.0387, -0.3279,  0.0175,  0.0372, -0.3193
      gCN-Ni-Ni,       gCN-Ni-Pt,        gCN-Pt-X,  0.1649,  0.1665,  0.1827,  0.1715, -1.2750,  0.1835,  0.1681, -1.2522
      gCN-Ni-Ni,        gCN-Pt-X,       gCN-Ni-Pt,  0.2626,  0.2572,  0.0528,  0.0000, -0.3616,  0.0527,  0.0000, -0.3520
      gCN-Ni-Pt,        gCN-Pt-X,       gCN-Ni-Ni,  0.2592,  0.2533,  0.0351,  0.0000, -0.4032,  0.0347,  0.0000, -0.3952
      gCN-Ni-Ni,       gCN-Ni-Pt,           CN-Pt,  0.1633,  0.1653,  0.1963,  0.1566, -1.4222,  0.1954,  0.1531, -1.3934
      gCN-Ni-Ni,           CN-Pt,       gCN-Ni-Pt,  0.2642,  0.2588,  0.0391,  0.0000, -0.3584,  0.0386,  0.0000, -0.3483
      gCN-Ni-Pt,           CN-Pt,       gCN-Ni-Ni,  0.2607,  0.2547,  0.0268,  0.0000, -0.4004,  0.0267,  0.0000, -0.3930
      gCN-Ni-Ni,       gCN-Ni-Pt,  exp neg strain,  0.2705,  0.2645,  0.0453,  0.8897, -1.1959,  0.0445,  0.9649, -1.2594
      gCN-Ni-Ni,  exp neg strain,       gCN-Ni-Pt,  0.2734,  0.2677,  0.0575,  0.0483, -0.3444,  0.0533,  0.0543, -0.3381
      gCN-Ni-Pt,  exp neg strain,       gCN-Ni-Ni,  0.2732,  0.2674,  0.0624,  0.0397, -0.3485,  0.0678,  0.0352, -0.3418
      gCN-Ni-Ni,       gCN-Ni-Pt,          strain,  0.2752,  0.2700,  0.0509,  0.0000, -0.3152,  0.0512,  0.0000, -0.3055
      gCN-Ni-Ni,          strain,       gCN-Ni-Pt,  0.2743,  0.2684,  0.0000,  0.0779, -0.3464,  0.0000,  0.0811, -0.3399
      gCN-Ni-Pt,          strain,       gCN-Ni-Ni,  0.2749,  0.2695,  0.0000,  0.0991, -0.3235,  0.0000,  0.1011, -0.3143
      gCN-Ni-Ni,       gCN-Ni-Pt,  inverse strain,  0.2752,  0.2700,  0.0508,  0.0000, -0.3152,  0.0511,  0.0000, -0.3055
      gCN-Ni-Ni,  inverse strain,       gCN-Ni-Pt,  0.2743,  0.2684,  0.0000,  0.0779, -0.3464,  0.0000,  0.0811, -0.3399
      gCN-Ni-Pt,  inverse strain,       gCN-Ni-Ni,  0.2749,  0.2695,  0.0000,  0.0991, -0.3235,  0.0000,  0.1011, -0.3143
      gCN-Ni-Ni,       gCN-Pt-Ni,       gCN-Pt-Pt,  0.1843,  0.1843,  0.3228,  0.1489, -1.0626,  0.3261,  0.1457, -1.0427
      gCN-Ni-Ni,       gCN-Pt-Pt,       gCN-Pt-Ni,  0.2529,  0.2472,  0.0526,  0.1512, -0.4691,  0.0521,  0.1500, -0.4597
      gCN-Pt-Ni,       gCN-Pt-Pt,       gCN-Ni-Ni,  0.2227,  0.2192,  0.0762,  0.1121, -0.5914,  0.0738,  0.1113, -0.5767
      gCN-Ni-Ni,       gCN-Pt-Ni,        gCN-Ni-X,  0.2695,  0.2641,  0.1208,  0.0000, -0.3353,  0.1232,  0.0000, -0.3264
      gCN-Ni-Ni,        gCN-Ni-X,       gCN-Pt-Ni,  0.2586,  0.2531,  0.0111,  0.2077, -0.4750,  0.0108,  0.2066, -0.4657
      gCN-Pt-Ni,        gCN-Ni-X,       gCN-Ni-Ni,  0.2657,  0.2601,  0.0637,  0.0000, -0.3615,  0.0642,  0.0000, -0.3536
      gCN-Ni-Ni,       gCN-Pt-Ni,        gCN-Pt-X,  0.1658,  0.1659,  0.2679,  0.1556, -1.2026,  0.2711,  0.1529, -1.1842
      gCN-Ni-Ni,        gCN-Pt-X,       gCN-Pt-Ni,  0.2549,  0.2492,  0.0317,  0.1560, -0.4645,  0.0314,  0.1555, -0.4556
      gCN-Pt-Ni,        gCN-Pt-X,       gCN-Ni-Ni,  0.2324,  0.2287,  0.0511,  0.0774, -0.5409,  0.0492,  0.0781, -0.5261
      gCN-Ni-Ni,       gCN-Pt-Ni,           CN-Pt,  0.1662,  0.1661,  0.2814,  0.1397, -1.3193,  0.2831,  0.1372, -1.2986
      gCN-Ni-Ni,           CN-Pt,       gCN-Pt-Ni,  0.2555,  0.2498,  0.0225,  0.1630, -0.4669,  0.0222,  0.1627, -0.4581
      gCN-Pt-Ni,           CN-Pt,       gCN-Ni-Ni,  0.2347,  0.2307,  0.0411,  0.0728, -0.5424,  0.0397,  0.0725, -0.5284
      gCN-Ni-Ni,       gCN-Pt-Ni,  exp neg strain,  0.2654,  0.2593,  0.1108,  0.8136, -1.1394,  0.1120,  0.8901, -1.2051
      gCN-Ni-Ni,  exp neg strain,       gCN-Pt-Ni,  0.2590,  0.2534,  0.0336,  0.2050, -0.4745,  0.0344,  0.2031, -0.4651
      gCN-Pt-Ni,  exp neg strain,       gCN-Ni-Ni,  0.2572,  0.2517,  0.2175,  0.0224, -0.4806,  0.2150,  0.0231, -0.4706
      gCN-Ni-Ni,       gCN-Pt-Ni,          strain,  0.2695,  0.2641,  0.1208,  0.0000, -0.3353,  0.1232,  0.0000, -0.3264
      gCN-Ni-Ni,          strain,       gCN-Pt-Ni,  0.2596,  0.2539,  0.0000,  0.2185, -0.4745,  0.0000,  0.2165, -0.4651
      gCN-Pt-Ni,          strain,       gCN-Ni-Ni,  0.2749,  0.2695,  0.0000,  0.0991, -0.3235,  0.0000,  0.1011, -0.3143
      gCN-Ni-Ni,       gCN-Pt-Ni,  inverse strain,  0.2695,  0.2641,  0.1208,  0.0000, -0.3353,  0.1232,  0.0000, -0.3264
      gCN-Ni-Ni,  inverse strain,       gCN-Pt-Ni,  0.2596,  0.2539,  0.0000,  0.2185, -0.4745,  0.0000,  0.2165, -0.4650
      gCN-Pt-Ni,  inverse strain,       gCN-Ni-Ni,  0.2749,  0.2695,  0.0000,  0.0991, -0.3235,  0.0000,  0.1011, -0.3143
      gCN-Ni-Ni,       gCN-Pt-Pt,        gCN-Ni-X,  0.2607,  0.2551,  0.0799,  0.0000, -0.3684,  0.0795,  0.0000, -0.3589
      gCN-Ni-Ni,        gCN-Ni-X,       gCN-Pt-Pt,  0.2147,  0.2146,  0.0732,  0.1288, -0.9179,  0.0746,  0.1250, -0.8940
      gCN-Pt-Pt,        gCN-Ni-X,       gCN-Ni-Ni,  0.2551,  0.2491,  0.0355,  0.0000, -0.4128,  0.0352,  0.0000, -0.4046
      gCN-Ni-Ni,       gCN-Pt-Pt,        gCN-Pt-X,  0.1548,  0.1544,  0.1360,  0.1492, -1.2021,  0.1348,  0.1468, -1.1838
      gCN-Ni-Ni,        gCN-Pt-X,       gCN-Pt-Pt,  0.1700,  0.1706,  0.1159,  0.1476, -1.0930,  0.1144,  0.1441, -1.0696
      gCN-Pt-Pt,        gCN-Pt-X,       gCN-Ni-Ni,  0.1890,  0.1888,  0.0165,  0.3440, -0.8195,  0.0162,  0.3469, -0.8042
      gCN-Ni-Ni,       gCN-Pt-Pt,           CN-Pt,  0.1563,  0.1557,  0.1407,  0.1327, -1.3057,  0.1385,  0.1305, -1.2849
      gCN-Ni-Ni,           CN-Pt,       gCN-Pt-Pt,  0.1693,  0.1707,  0.0914,  0.1516, -1.1133,  0.0891,  0.1477, -1.0863
      gCN-Pt-Pt,           CN-Pt,       gCN-Ni-Ni,  0.1873,  0.1875,  0.0142,  0.3581, -0.8564,  0.0139,  0.3598, -0.8391
      gCN-Ni-Ni,       gCN-Pt-Pt,  exp neg strain,  0.2570,  0.2511,  0.0755,  0.7604, -1.1192,  0.0744,  0.8109, -1.1581
      gCN-Ni-Ni,  exp neg strain,       gCN-Pt-Pt,  0.1892,  0.1895,  0.3907,  0.1598, -1.1217,  0.3937,  0.1562, -1.0992
      gCN-Pt-Pt,  exp neg strain,       gCN-Ni-Ni,  0.1793,  0.1800,  0.1703,  0.4053, -1.1644,  0.1664,  0.4047, -1.1392
      gCN-Ni-Ni,       gCN-Pt-Pt,          strain,  0.2607,  0.2551,  0.0799,  0.0000, -0.3684,  0.0795,  0.0000, -0.3589
      gCN-Ni-Ni,          strain,       gCN-Pt-Pt,  0.2494,  0.2470,  0.0000,  0.0808, -0.6443,  0.0000,  0.0772, -0.6206
      gCN-Pt-Pt,          strain,       gCN-Ni-Ni,  0.2749,  0.2695,  0.0000,  0.0991, -0.3235,  0.0000,  0.1011, -0.3143
      gCN-Ni-Ni,       gCN-Pt-Pt,  inverse strain,  0.2607,  0.2551,  0.0799,  0.0000, -0.3684,  0.0795,  0.0000, -0.3589
      gCN-Ni-Ni,  inverse strain,       gCN-Pt-Pt,  0.2494,  0.2470,  0.0000,  0.0808, -0.6443,  0.0000,  0.0772, -0.6206
      gCN-Pt-Pt,  inverse strain,       gCN-Ni-Ni,  0.2749,  0.2695,  0.0000,  0.0991, -0.3235,  0.0000,  0.1011, -0.3143
